COM_Sin_Net_rwrpc_2_30C_1to19B_0to120INTR_0to600INTW_0to0INTRPC_60RT_10WT,34596,48,73375,2238
COM_Sin_Net_rwrpc_3_30C_1to19B_0to120INTR_0to600INTW_0to0INTRPC_60RT_10WT,34330,44,73172,2149
COM_Sin_Proc_rwrpc_1_30C_1to19B_0to120INTR_0to600INTW_0to0INTRPC_60RT_10WT,37993,58,80953,2426
COM_Sin_Proc_rwrpc_2_30C_1to19B_0to120INTR_0to600INTW_0to0INTRPC_60RT_10WT,36843,58,78702,2300
COM_Sin_Proc_rwrpc_3_30C_1to19B_0to120INTR_0to600INTW_0to0INTRPC_60RT_10WT,36411,44,77683,2311
COM_Sin_Sys_rwrpc_1_30C_1to19B_0to120INTR_0to600INTW_0to0INTRPC_60RT_10WT,37267,61,79781,2298
COM_Sin_Sys_rwrpc_2_30C_1to19B_0to120INTR_0to600INTW_0to0INTRPC_60RT_10WT,36753,58,77923,2407
COM_Sin_Sys_rwrpc_3_30C_1to19B_0to120INTR_0to600INTW_0to0INTRPC_60RT_10WT,36499,60,77675,2351
NM_CL_rpc_01C_0to0INT_10RT_1WT,3132,20,4176,696
NM_CL_rpc_05C_0to0INT_10RT_1WT,15390,20,20520,3420
NM_CL_rpc_10C_0to0INT_10RT_1WT,30531,20,40707,6785
NM_CL_rpc_15C_0to0INT_10RT_1WT,45461,20,60613,10103
NM_CL_rpc_20C_0to0INT_10RT_1WT,60432,20,80574,13430
NM_CL_rpc_25C_0to0INT_10RT_1WT,74663,20,99550,16592
NM_CL_rpc_30C_0to0INT_10RT_1WT,87542,20,116722,19454
NM_CL_rpc_35C_0to0INT_10RT_1WT,100452,20,133935,22323
NM_CL_rpc_40C_0to0INT_10RT_1WT,111411,20,148542,24760
NM_CL_rpc_45C_0to0INT_10RT_1WT,121213,20,161618,26936
NM_CL_rpc_50C_0to0INT_10RT_1WT,134465,20,179270,29880
NM_CL_rwrpc_01C_1to19B_0to0INTR_0to0INTW_0to0INTRPC_50RT_10WT,15213,42,32203,988
NM_CL_rwrpc_05C_1to19B_0to120INTR_0to600INTW_0to0INTRPC_50RT_10WT,5133,42,10822,339
NM_CL_rwrpc_10C_1to19B_0to120INTR_0to600INTW_0to0INTRPC_50RT_10WT,11751,42,24993,737
NM_CL_rwrpc_15C_1to19B_0to120INTR_0to600INTW_0to0INTRPC_50RT_10WT,17696,42,37869,1066
NM_CL_rwrpc_20C_1to19B_0to120INTR_0to600INTW_0to0INTRPC_50RT_10WT,21214,42,44821,1388
NM_CL_rwrpc_25C_1to19B_0to120INTR_0to600INTW_0to0INTRPC_50RT_10WT,27150,42,57918,1647
NM_CL_rwrpc_30C_1to19B_0to120INTR_0to600INTW_0to0INTRPC_50RT_10WT,31574,42,66863,2023
NM_CL_rwrpc_35C_1to19B_0to120INTR_0to600INTW_0to0INTRPC_50RT_10WT,37853,42,80398,2393
NM_CL_rwrpc_40C_1to19B_0to120INTR_0to600INTW_0to0INTRPC_50RT_10WT,41080,42,87265,2566
NM_CL_rwrpc_45C_1to19B_0to120INTR_0to600INTW_0to0INTRPC_50RT_10WT,43528,42,92558,2695
NM_CL_rwrpc_50C_1to19B_0to120INTR_0to600INTW_0to0INTRPC_50RT_10WT,45794,42,97055,2906
NM_CL_rw_01C_1to19B_0to0INTR_0to0INTW_50RT_10WT,14054,28,33209,217
NM_CL_rw_05C_1to19B_0to120INTR_0to600INTW_50RT_10WT,5284,28,12525,76
NM_CL_rw_10C_1to19B_0to120INTR_0to600INTW_50RT_10WT,9152,28,21539,157
NM_CL_rw_15C_1to19B_0to120INTR_0to600INTW_50RT_10WT,13732,28,32400,222
NM_CL_rw_20C_1to19B_0to120INTR_0to600INTW_50RT_10WT,17219,28,40578,281
NM_CL_rw_25C_1to19B_0to120INTR_0to600INTW_50RT_10WT,22427,28,52777,365
NM_CL_rw_30C_1to19B_0to120INTR_0to600INTW_50RT_10WT,25689,28,60581,407
NM_CL_rw_35C_1to19B_0to120INTR_0to600INTW_50RT_10WT,27935,28,65661,471
NM_CL_rw_40C_1to19B_0to120INTR_0to600INTW_50RT_10WT,31793,28,75015,502
NM_CL_rw_45C_1to19B_0to120INTR_0to600INTW_50RT_10WT,32896,28,77460,534
NM_CL_rw_50C_1to19B_0to120INTR_0to600INTW_50RT_10WT,35461,28,83477,569
NM_CL_r_01C_1to19B_0to0INT_50RT_10WT,15393,15,40271,337
NM_CL_r_05C_1to19B_0to120INT_50RT_10WT,9534,15,24855,211
NM_CL_r_10C_1to19B_0to120INT_50RT_10WT,19159,15,50109,415
NM_CL_r_15C_1to19B_0to120INT_50RT_10WT,29653,15,77477,640
NM_CL_r_20C_1to19B_0to120INT_50RT_10WT,36129,15,94397,788
NM_CL_r_25C_1to19B_0to120INT_50RT_10WT,46352,15,121154,994
NM_CL_r_30C_1to19B_0to120INT_50RT_10WT,52573,15,137329,1145
NM_CL_r_35C_1to19B_0to120INT_50RT_10WT,58795,15,153583,1296
NM_CL_r_40C_1to19B_0to120INT_50RT_10WT,62315,15,162885,1356
NM_CL_r_45C_1to19B_0to120INT_50RT_10WT,64081,15,167495,1384
NM_CL_r_50C_1to19B_0to120INT_50RT_10WT,66283,15,173289,1421
NM_CL_w_01C_1to19B_0to0INT_50RT_10WT,12825,15,28557,171
NM_CL_w_05C_1to19B_0to600INT_50RT_10WT,3913,15,8727,49
NM_CL_w_10C_1to19B_0to600INT_50RT_10WT,7363,15,16440,88
NM_CL_w_15C_1to19B_0to600INT_50RT_10WT,10369,15,23116,132
NM_CL_w_20C_1to19B_0to600INT_50RT_10WT,13994,15,31229,171
NM_CL_w_25C_1to19B_0to600INT_50RT_10WT,15812,15,35194,214
NM_CL_w_30C_1to19B_0to600INT_50RT_10WT,19418,15,43237,259
NM_CL_w_35C_1to19B_0to600INT_50RT_10WT,21718,15,48348,292
NM_CL_w_40C_1to19B_0to600INT_50RT_10WT,23650,15,52671,313
NM_CL_w_45C_1to19B_0to600INT_50RT_10WT,27682,15,61701,355
NM_CL_w_50C_1to19B_0to600INT_50RT_10WT,27798,15,61913,367
NM_DN_rw_01DN_30C_1to19B_0to120INTR_0to600INTW_50RT_10WT,13130,27,33547,329
NM_DN_rw_05DN_30C_1to19B_0to120INTR_0to600INTW_50RT_10WT,11648,28,27327,196
NM_DN_rw_10DN_30C_1to19B_0to120INTR_0to600INTW_50RT_10WT,21550,28,50772,365
NM_DN_rw_15DN_30C_1to19B_0to120INTR_0to600INTW_50RT_10WT,23951,28,56662,357
NM_DN_rw_20DN_30C_1to19B_0to120INTR_0to600INTW_50RT_10WT,24005,28,56651,383
NM_DN_rw_25DN_30C_1to19B_0to120INTR_0to600INTW_50RT_10WT,25268,28,59532,412
NM_DN_rw_30DN_30C_1to19B_0to120INTR_0to600INTW_50RT_10WT,24469,28,57406,417
NM_DN_rw_35DN_30C_1to19B_0to120INTR_0to600INTW_50RT_10WT,23852,28,56146,403
NM_DN_rw_40DN_30C_1to19B_0to120INTR_0to600INTW_50RT_10WT,26047,28,61413,419
NM_DN_rw_45DN_30C_1to19B_0to120INTR_0to600INTW_50RT_10WT,24830,28,58434,412
NM_DN_rw_50DN_30C_1to19B_0to120INTR_0to600INTW_50RT_10WT,25782,30,60805,406
NM_DN_r_01DN_30C_1to19B_0to120INT_50RT_10WT,18388,15,48372,393
NM_DN_r_05DN_30C_1to19B_0to120INT_50RT_10WT,37431,15,96884,790
NM_DN_r_10DN_30C_1to19B_0to120INT_50RT_10WT,42337,15,109136,894
NM_DN_r_15DN_30C_1to19B_0to120INT_50RT_10WT,46792,15,120248,1009
NM_DN_r_20DN_30C_1to19B_0to120INT_50RT_10WT,49577,15,127459,1052
NM_DN_r_25DN_30C_1to19B_0to120INT_50RT_10WT,49399,15,126849,1058
NM_DN_r_30DN_30C_1to19B_0to120INT_50RT_10WT,52212,15,134377,1080
NM_DN_r_35DN_30C_1to19B_0to120INT_50RT_10WT,52731,15,135578,1103
NM_DN_r_40DN_30C_1to19B_0to120INT_50RT_10WT,52778,15,135608,1111
NM_DN_r_45DN_30C_1to19B_0to120INT_50RT_10WT,53973,15,138844,1117
NM_DN_r_50DN_30C_1to19B_0to120INT_50RT_10WT,53486,15,137343,1134
NM_DN_w_01DN_30C_1to19B_0to600INT_50RT_10WT,9135,14,22786,248
NM_DN_w_05DN_30C_1to19B_0to600INT_50RT_10WT,9144,17,20368,120
NM_DN_w_10DN_30C_1to19B_0to600INT_50RT_10WT,17373,15,38700,228
NM_DN_w_15DN_30C_1to19B_0to600INT_50RT_10WT,18729,15,41702,250
NM_DN_w_20DN_30C_1to19B_0to600INT_50RT_10WT,18601,15,41423,247
NM_DN_w_25DN_30C_1to19B_0to600INT_50RT_10WT,19341,15,43123,245
NM_DN_w_30DN_30C_1to19B_0to600INT_50RT_10WT,20633,15,46005,261
NM_DN_w_35DN_30C_1to19B_0to600INT_50RT_10WT,18576,15,41401,239
NM_DN_w_40DN_30C_1to19B_0to600INT_50RT_10WT,19495,15,43444,252
NM_DN_w_45DN_30C_1to19B_0to600INT_50RT_10WT,18886,15,42021,259
NM_DN_w_50DN_30C_1to19B_0to600INT_50RT_10WT,18132,15,40333,251
